claim_id,image_path,claim_type_text,image_damage_type,is_mismatch,description
CLM-002416,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002416.png,battery_issue,mechanical_failure,True,"Battery not holding charge, shuts down at 40% randomly"
CLM-002828,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002828.png,accidental_damage,accidental_damage,False,"Device dropped on concrete floor, screen completely shattered"
CLM-004815,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004815.png,theft,screen_damage,True,"Device stolen from car, filed police report #PR-21886"
CLM-007035,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_007035.png,accidental_damage,accidental_damage,False,"Device showing signs of damage, requesting repair coverage"
CLM-003434,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003434.png,software_issue,software_issue,False,"Operating system corrupted after update, data inaccessible"
CLM-006787,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006787.png,water_damage,battery_issue,True,"Coffee spill on device, keyboard and trackpad not working"
CLM-005689,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005689.png,screen_damage,screen_damage,False,LCD bleeding visible on left side of screen
CLM-000246,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000246.png,theft,theft,False,"Device pickpocketed in crowded area, report #PR-99221"
CLM-005785,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005785.png,software_issue,theft,True,"Device stuck in boot loop, factory reset not working"
CLM-004377,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004377.png,mechanical_failure,battery_issue,True,"Hinge mechanism broken, screen wobbly and disconnecting"
CLM-004636,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004636.png,screen_damage,screen_damage,False,Touch screen unresponsive in bottom half after impact
CLM-006735,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006735.png,screen_damage,mechanical_failure,True,Touch screen unresponsive in bottom half after impact
CLM-004861,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004861.png,screen_damage,screen_damage,False,Screen separated from body at the top edge
CLM-003129,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003129.png,mechanical_failure,mechanical_failure,False,"Hinge mechanism broken, screen wobbly and disconnecting"
CLM-004333,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004333.png,battery_issue,screen_damage,True,"Battery not holding charge, shuts down at 40% randomly"
CLM-001883,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001883.png,battery_issue,battery_issue,False,"Charging takes over 8 hours for full charge, battery degraded"
CLM-006553,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006553.png,accidental_damage,accidental_damage,False,"Device slipped from hand in parking lot, back panel cracked"
CLM-006992,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006992.png,screen_damage,screen_damage,False,Touch screen unresponsive in bottom half after impact
CLM-001380,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001380.png,water_damage,battery_issue,True,"Device exposed to rain, screen flickering and touch issues"
CLM-005639,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005639.png,mechanical_failure,mechanical_failure,False,"Camera module not functioning, shows black screen"
CLM-001979,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001979.png,software_issue,software_issue,False,"Device stuck in boot loop, factory reset not working"
CLM-001919,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001919.png,theft,theft,False,"Bag with device snatched at train station, police report filed"
CLM-001840,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001840.png,theft,theft,False,"Device stolen from gym locker, filed report with facility"
CLM-006663,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006663.png,water_damage,screen_damage,True,"Coffee spill on device, keyboard and trackpad not working"
CLM-001555,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001555.png,theft,theft,False,"Bag with device snatched at train station, police report filed"
CLM-000218,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000218.png,water_damage,water_damage,False,"Device dropped in sink, charging port corroded"
CLM-001872,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001872.png,software_issue,software_issue,False,"Operating system corrupted after update, data inaccessible"
CLM-001544,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001544.png,software_issue,software_issue,False,"Device freezing every 10 minutes, requires hard restart"
CLM-006832,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006832.png,software_issue,software_issue,False,"Device stuck in boot loop, factory reset not working"
CLM-005661,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005661.png,battery_issue,water_damage,True,"Battery not holding charge, shuts down at 40% randomly"
CLM-007065,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_007065.png,mechanical_failure,mechanical_failure,False,"Device requires extensive repair, major component failure"
CLM-004559,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004559.png,screen_damage,screen_damage,False,LCD bleeding visible on left side of screen
CLM-003320,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003320.png,water_damage,water_damage,False,"Device fell into swimming pool, not turning on"
CLM-005170,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005170.png,software_issue,software_issue,False,"Operating system corrupted after update, data inaccessible"
CLM-005748,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005748.png,accidental_damage,accidental_damage,False,"Device dropped on concrete floor, screen completely shattered"
CLM-002836,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002836.png,screen_damage,battery_issue,True,LCD bleeding visible on left side of screen
CLM-005976,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005976.png,screen_damage,theft,True,Screen cracked from edge to edge after minor drop
CLM-006048,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006048.png,battery_issue,battery_issue,False,"Device randomly shuts down, battery health shows 52%"
CLM-002211,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002211.png,battery_issue,battery_issue,False,"Battery not holding charge, shuts down at 40% randomly"
CLM-004801,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004801.png,accidental_damage,accidental_damage,False,"Device fell from pocket while running, multiple scratches and broken glass"
CLM-001025,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001025.png,mechanical_failure,mechanical_failure,False,"Hinge mechanism broken, screen wobbly and disconnecting"
CLM-001047,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001047.png,software_issue,software_issue,False,"Apps crashing continuously, device unusable for work"
CLM-006587,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006587.png,screen_damage,screen_damage,False,"Dead pixels spreading across display, started as small cluster"
CLM-005231,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005231.png,battery_issue,theft,True,"Charging takes over 8 hours for full charge, battery degraded"
CLM-001559,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001559.png,theft,screen_damage,True,"Home burglary, device among stolen items, police report #PR-37751"
CLM-000178,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000178.png,water_damage,water_damage,False,"Device exposed to rain, screen flickering and touch issues"
CLM-002901,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002901.png,screen_damage,mechanical_failure,True,Touch screen unresponsive in bottom half after impact
CLM-001670,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001670.png,battery_issue,accidental_damage,True,"Charging takes over 8 hours for full charge, battery degraded"
CLM-007051,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_007051.png,accidental_damage,accidental_damage,False,Device malfunctioned and needs comprehensive repair
CLM-005747,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005747.png,software_issue,software_issue,False,"Device freezing every 10 minutes, requires hard restart"
CLM-001003,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001003.png,battery_issue,battery_issue,False,"Charging takes over 8 hours for full charge, battery degraded"
CLM-007029,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_007029.png,software_issue,software_issue,False,"Filing claim for device damage, need replacement"
CLM-000958,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000958.png,software_issue,software_issue,False,"Device freezing every 10 minutes, requires hard restart"
CLM-005819,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005819.png,water_damage,water_damage,False,"Device fell into swimming pool, not turning on"
CLM-002448,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002448.png,screen_damage,screen_damage,False,Screen cracked from edge to edge after minor drop
CLM-000643,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000643.png,software_issue,theft,True,"Operating system corrupted after update, data inaccessible"
CLM-005721,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005721.png,theft,theft,False,"Home burglary, device among stolen items, police report #PR-26641"
CLM-004122,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004122.png,mechanical_failure,mechanical_failure,False,"Hinge mechanism broken, screen wobbly and disconnecting"
CLM-003998,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003998.png,battery_issue,battery_issue,False,"Charging takes over 8 hours for full charge, battery degraded"
CLM-001513,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001513.png,battery_issue,battery_issue,False,"Battery not holding charge, shuts down at 40% randomly"
CLM-004665,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004665.png,water_damage,water_damage,False,"Water leaked into bag during storm, device screen has water marks"
CLM-001196,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001196.png,screen_damage,software_issue,True,Screen cracked from edge to edge after minor drop
CLM-003033,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003033.png,theft,theft,False,"Device stolen from gym locker, filed report with facility"
CLM-000539,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000539.png,battery_issue,battery_issue,False,"Battery not holding charge, shuts down at 40% randomly"
CLM-006047,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006047.png,screen_damage,screen_damage,False,Screen separated from body at the top edge
CLM-002623,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002623.png,water_damage,water_damage,False,"Coffee spill on device, keyboard and trackpad not working"
CLM-000309,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000309.png,mechanical_failure,water_damage,True,"Device stopped turning on suddenly, no response to charging"
CLM-005891,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005891.png,software_issue,battery_issue,True,"Device stuck in boot loop, factory reset not working"
CLM-005699,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005699.png,accidental_damage,accidental_damage,False,"Device slipped from hand in parking lot, back panel cracked"
CLM-006056,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006056.png,theft,theft,False,"Bag with device snatched at train station, police report filed"
CLM-001618,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001618.png,accidental_damage,accidental_damage,False,"Device fell from pocket while running, multiple scratches and broken glass"
CLM-003194,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003194.png,software_issue,software_issue,False,"Device freezing every 10 minutes, requires hard restart"
CLM-002510,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002510.png,water_damage,water_damage,False,"Device exposed to rain, screen flickering and touch issues"
CLM-003947,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003947.png,water_damage,theft,True,"Device dropped in sink, charging port corroded"
CLM-001145,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001145.png,mechanical_failure,mechanical_failure,False,"Device stopped turning on suddenly, no response to charging"
CLM-000430,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000430.png,accidental_damage,accidental_damage,False,"Device slipped from hand in parking lot, back panel cracked"
CLM-006575,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006575.png,mechanical_failure,mechanical_failure,False,"Camera module not functioning, shows black screen"
CLM-003940,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003940.png,software_issue,software_issue,False,"Device freezing every 10 minutes, requires hard restart"
CLM-002070,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002070.png,water_damage,water_damage,False,"Device dropped in sink, charging port corroded"
CLM-001216,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001216.png,mechanical_failure,mechanical_failure,False,"Speakers producing distorted sound, audio hardware failure"
CLM-000504,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000504.png,theft,theft,False,"Device pickpocketed in crowded area, report #PR-90842"
CLM-003528,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003528.png,accidental_damage,accidental_damage,False,"Device dropped on concrete floor, screen completely shattered"
CLM-000102,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000102.png,theft,mechanical_failure,True,"Device stolen from gym locker, filed report with facility"
CLM-003380,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003380.png,theft,theft,False,"Home burglary, device among stolen items, police report #PR-11586"
CLM-002355,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002355.png,accidental_damage,software_issue,True,"Device fell from pocket while running, multiple scratches and broken glass"
CLM-000133,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000133.png,accidental_damage,accidental_damage,False,"Device slipped from hand in parking lot, back panel cracked"
CLM-003485,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003485.png,software_issue,software_issue,False,"Firmware update bricked the device, won't boot past logo"
CLM-005794,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005794.png,accidental_damage,screen_damage,True,"Accidentally knocked device off table, dent on corner and screen crack"
CLM-005100,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005100.png,accidental_damage,accidental_damage,False,"Device slipped from hand in parking lot, back panel cracked"
CLM-002329,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002329.png,theft,screen_damage,True,"Home burglary, device among stolen items, police report #PR-46627"
CLM-006683,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006683.png,water_damage,water_damage,False,"Device dropped in sink, charging port corroded"
CLM-003693,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003693.png,mechanical_failure,theft,True,"Device stopped turning on suddenly, no response to charging"
CLM-004222,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004222.png,screen_damage,screen_damage,False,Touch screen unresponsive in bottom half after impact
CLM-003560,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003560.png,battery_issue,accidental_damage,True,"Battery drains from 100% to 0% in 2 hours, device is 6 months old"
CLM-000535,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000535.png,water_damage,water_damage,False,"Coffee spill on device, keyboard and trackpad not working"
CLM-001567,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001567.png,screen_damage,screen_damage,False,Screen cracked from edge to edge after minor drop
CLM-005441,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005441.png,mechanical_failure,battery_issue,True,"Speakers producing distorted sound, audio hardware failure"
CLM-006231,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006231.png,battery_issue,battery_issue,False,"Battery not holding charge, shuts down at 40% randomly"
CLM-003154,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003154.png,battery_issue,screen_damage,True,"Device randomly shuts down, battery health shows 52%"
CLM-002346,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002346.png,screen_damage,screen_damage,False,LCD bleeding visible on left side of screen
CLM-004591,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004591.png,mechanical_failure,water_damage,True,"Camera module not functioning, shows black screen"
CLM-002288,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002288.png,screen_damage,screen_damage,False,Touch screen unresponsive in bottom half after impact
CLM-005239,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005239.png,software_issue,software_issue,False,"Device stuck in boot loop, factory reset not working"
CLM-006670,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006670.png,mechanical_failure,mechanical_failure,False,"Power button stuck, cannot turn device on or off"
CLM-000536,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000536.png,software_issue,software_issue,False,"Device stuck in boot loop, factory reset not working"
CLM-002116,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002116.png,software_issue,software_issue,False,"Apps crashing continuously, device unusable for work"
CLM-001609,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001609.png,screen_damage,water_damage,True,"Dead pixels spreading across display, started as small cluster"
CLM-003108,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003108.png,software_issue,software_issue,False,"Apps crashing continuously, device unusable for work"
CLM-005776,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005776.png,theft,theft,False,"Device stolen from gym locker, filed report with facility"
CLM-005845,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005845.png,theft,screen_damage,True,"Bag with device snatched at train station, police report filed"
CLM-005080,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005080.png,mechanical_failure,mechanical_failure,False,"Device stopped turning on suddenly, no response to charging"
CLM-000971,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000971.png,software_issue,software_issue,False,"Apps crashing continuously, device unusable for work"
CLM-003993,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003993.png,battery_issue,battery_issue,False,"Battery not holding charge, shuts down at 40% randomly"
CLM-001447,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001447.png,theft,theft,False,"Device pickpocketed in crowded area, report #PR-81878"
CLM-001868,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001868.png,mechanical_failure,mechanical_failure,False,"Power button stuck, cannot turn device on or off"
CLM-005295,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_005295.png,water_damage,water_damage,False,"Device fell into swimming pool, not turning on"
CLM-002619,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002619.png,water_damage,mechanical_failure,True,"Water leaked into bag during storm, device screen has water marks"
CLM-001407,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001407.png,battery_issue,battery_issue,False,"Battery drains from 100% to 0% in 2 hours, device is 6 months old"
CLM-006168,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006168.png,water_damage,water_damage,False,"Coffee spill on device, keyboard and trackpad not working"
CLM-001892,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001892.png,screen_damage,screen_damage,False,LCD bleeding visible on left side of screen
CLM-000458,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000458.png,software_issue,software_issue,False,"Firmware update bricked the device, won't boot past logo"
CLM-003481,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003481.png,water_damage,water_damage,False,"Coffee spill on device, keyboard and trackpad not working"
CLM-003239,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_003239.png,theft,theft,False,"Device pickpocketed in crowded area, report #PR-20387"
CLM-000038,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_000038.png,battery_issue,battery_issue,False,"Charging takes over 8 hours for full charge, battery degraded"
CLM-002943,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_002943.png,screen_damage,mechanical_failure,True,Screen cracked from edge to edge after minor drop
CLM-001010,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001010.png,software_issue,battery_issue,True,"Firmware update bricked the device, won't boot past logo"
CLM-006856,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_006856.png,accidental_damage,accidental_damage,False,"Device fell from pocket while running, multiple scratches and broken glass"
CLM-001545,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_001545.png,theft,theft,False,"Home burglary, device among stolen items, police report #PR-18190"
CLM-004529,/Users/brajkishoreyadav/Downloads/AiMl/ClaimGraph-AI/data/synthetic_images/claim_CLM_004529.png,battery_issue,battery_issue,False,"Battery not holding charge, shuts down at 40% randomly"
